videoId,title,description,channelTitle,publishedAt,viewCount,duration,分類,Genre,Video_type
2YR4LP8_zu4,参院選16日目のトークライブ #足立康史 #国民民主党 #参院選2025,"7/3から始まった参議院議員選挙に全国比例で立候補している足立康史が、
毎日20時半からは #あだトーク３ でその日の旬のニュースや話題を徹底解説、チャットでいただいた皆さまからの疑問に答えます。
ぜひ忌憚ないご意見、ご質問をお寄せください！
21年の行政経験、12年の国会議員経験を持つ足立康史がアドリブで答えます。

参院選投票方法
https://youtu.be/S8nSgfnysVQ

【拡散】足立康史勝利へ、最後まで拡散いただきたいこと。｜足立康史　国民民主党
https://note.com/adachiyasushi/n/n55721f6eaea0

#参院選2025 #参議院議員選挙 #足立康史

=============================
★足立康史を応援して下さる方はこちらから

足立康史公式SNSをフォロー
https://adachi.net/#sns 

選挙向け応援素材
https://note.com/adachiyasushi/n/n53581ecfe392

政治支援について
https://note.com/adachiyasushi/n/nfab0d029e173

ボランティア登録
https://note.com/adachiyasushi/n/n42742ab6a5ad

ニコニコチャンネル＋（会員制生配信）へ入会
https://nicochannel.jp/adachiyasushi/

書籍『お待たせ！永田町アホばか列伝』を購入
https://amzn.asia/d/0pRJ6md

銀行振込でのカンパ
https://adachi.net/contact#donation

クレジットカードを利用したカンパ（選挙ドットコム）
https://go2senkyo.com/seijika/141939

「あだチャン」コンテンツの切り抜き等二次利用について
https://note.com/adachiyasushi/n/n1b5c2bc3cade?sub_rt=share_b",あだチャン 足立康史チャンネル,2025-07-18T12:13:23Z,6225,1796,その他,Candidate,Video
NPpXQNzyQ20,【国民民主党】榛葉幹事長、目に涙を浮かべて大演説‼︎聴衆の中に家族を迎えて小林さやか氏も感動の演説‼︎【参議院選挙】,"このチャンネルは、政治に興味関心を持つ方を増やすことを目的とし、政治のニュースや動画、ネットの反応等を引用し、論評するものです。

様々な政治の動き等を、感想・解説を交えて作成しています。

引用: https://m.youtube.com/watch?v=gsDD0pwRums

【不定期更新】
活きの良いネタが入りましたら提供させていただきます。
チャンネル登録をしてお待ちいただけると幸いです。

https://www.youtube.com/channel/UCrM1vyyfNBAYekBfnNBObtQ

【免責事項】
・著作権の侵害、引用元動画の改変等の目的はございません。
・著作権法に基づき、適切に引用・編集を行なっております。

問題がある場合は、下記メールアドレス宛てにご連絡ください。
seijinouragawa0108@gmail.com",国民の政-matsurigoto-,2025-07-08T08:30:22Z,127820,1716,候補者PR,User-Generated Content (including clips)  ,Video
tYIrOtX4xII,【参院選2025】国民民主党 牛田まゆ 第一声ノーカット (2025年7月3日),"本日より参議院選挙が始まりました。
新橋駅SL広場で第一声をあげさせていただきました。
応援よろしくお願い申し上げます！",牛田まゆチャンネル,2025-07-03T04:31:51Z,42665,336,その他,Candidate,Video
olVUBpfv_MM,国民民主党が復活!?⇒まともな政策で信頼を取り戻す！ #shorts #国民民主党 #玉木雄一郎 #生活保護 #外国人 #日本人,"このチャンネルのメンバーになって特典にアクセスしてください:
https://www.youtube.com/channel/UCRVke8dX9Lp7Up5L7GcYxgw/join

【Youtubeチャンネル】
https://youtube.com/channel/UCRVke8dX9Lp7Up5L7GcYxgw

【素材】
いらすとや様

【効果音・音声】
効果音ラボ様、VOICEVOX:青山龍星

#義実家 #トメ #家族 #主婦 #夫婦 #子供 #悩み #家族 #スカッと #キチ #ガルちゃん #スカッと #まとめ #2ch #5ch",レオン,2025-07-03T11:01:35Z,14220,55,排外的な言説,User-Generated Content (including clips)  ,Shorts
YmxkFfzGtWI,玉木雄一郎くん、教育国債の発行だって？国民に高利貸しから借金させるのか？ #shorts,"こんな国際競争力の落ちた国の国債なんて高利回りにしないと売れないぜ？

#玉木雄一郎 #教育国債 #国債バブル #借金漬け国家 #政治に物申す #日本の未来は誰のもの #皮肉ショート #YouTubeショート",The Niz TV 〜Social Issue Channel〜,2025-07-12T03:13:12Z,21,61,候補者PR,User-Generated Content (including clips)  ,Video
VXk0T3hSTuM,【飛行機が遅れちゃって…】#国民民主党 #かわもと健一 #榛葉賀津也 #玉木雄一郎,,国民民主党推し活ちゃんねる,2025-07-18T13:40:00Z,27185,60,候補者PR,User-Generated Content (including clips)  ,Shorts
Ig1mFxseR8I,【参院選最新】参政党と国民民主党が自民党を引きずり下ろす！最新情勢調査で２党が爆伸び発覚！自公は過半数すら危うい情勢！再生の道の再起はあるか！？【勝手に論評】,"※3:02～参政党神谷代表の演説です。左の内容が修正されていませんでした。失礼しました。
2025年7月14日、産経新聞から最新の参院選中盤の情勢調査が更新されました。こちらのチャンネルではナビゲーターの【東雲マコ】が政治のニュースや動画、ネットの反応などを引用しながら、事実を調査し是々非々で論評していくエンタメ系ニュースメディアです！

▼おすすめ再生リスト
国民民主党
https://www.youtube.com/playlist?list=PL9KPS92REIhZS9woEVwnDvqgf87iXU_Es

石丸伸二最新ニュース
https://www.youtube.com/playlist?list=PL9KPS92REIhZs7z4vQm8htUF9I0_2xFGv

衆院選2024まとめ
https://www.youtube.com/playlist?list=PL9KPS92REIhZAyq3nwPsY_rO1QejIp02g

▼チャンネル登録まだの方は登録お願いします！
http://www.youtube.com/channel/UCh-h6KNfRKJFkQUqOAIFxuQ?sub_confirmation=1

▼X(旧Twtitter)はこちら！
https://twitter.com/seiji4everyone

====================================
〇目次
0:00 ハイライト
0:38 最新情報・概要
3:02 参政党／神谷代表演説
6:07 自民党／石破総理演説
7:18 国民民主党／玉木代表演説
13:35 再生の道／石丸代表演説
18:35 論評まとめ(個人の見解です)
====================================
〇引用
【参院選2025】 愛知県 水野こういち候補 玉木雄一郎 伊藤たかえ 7月10日
https://www.youtube.com/watch?v=-dsVBevHZYY

参院選・参政党　神谷代表が演説＠福岡市天神・警固公園
https://www.youtube.com/watch?v=hJiwPdozVX0

○関連チャンネル
▼まるチャンネル(石丸伸二公式)
https://www.youtube.com/@shinji_ishimaru_1982

▼地域政党 再生の道
https://www.youtube.com/@The-Path-to-Rebirth

▼国民民主党
https://www.youtube.com/@DPFPofficial

▼たまきチャンネル
https://www.youtube.com/@tamaki-channel

#参院選
#参政党
#国民民主党
#自民党
#石破総理
#玉木雄一郎
#神谷宗幣
#石丸伸二
#再生の道
#にっぽん見守り党
#東雲マコ

！当事者からの修正削除要請は真摯に対応いたしますので、概要欄の連絡先からお願いいたします

※コメントはコミュニティガイドラインを参考にお願いします
※誹謗中傷はお止めください
※ハイライトは、分かりやすく伝えるため前後関係がなく繋がっている場合があります。詳しくは本編をご覧ください。
※字幕付けは聞こえた音声と前後関係から想定して付けており間違っている場合もございます
※チャンネル主からの「いいね」は、ご意見ありがとうございますの意です(同意したわけではありません)
※サムネイルやタイトルは時期や影響を考え変更する場合があります
声：VOICEVOX 四国めたん
BGM:chill ending、勇敢なる進撃／ni-music",にっぽん見守り党,2025-07-14T10:32:12Z,48304,1188,与党批判,User-Generated Content (including clips)  ,Video
rZhBvucS5xc,【国民民主／東京】牛田まゆ、参院選２日目！今日の振り返りと土日への意気込みを語る！明日は上野に玉木代表来たる！,"牛田 まゆ
1985年6月8日生まれ
大阪教育大学附属高等学校池田校舎卒業
大阪大学医学部保健学科検査技術科学専攻卒業 臨床検査技師の国家資格取得
2009年4月から2025年4月まで、NHK（日本放送協会）でアナウンサーとして勤務。
「首都圏ネットワーク」、「日曜討論」、「ほっと関西」、「ららら♪クラシック」などを担当。
勤務地は、東京都（研修）→山口県→京都府→東京都→大阪府→東京都。
趣味は、植物を育てること。筋トレ。窯元めぐり。ウイスキー。マリオカート。排水口の掃除。

ホームページ　https://ushidamayu.info/
X（旧Twitter）　https://x.com/ushidamayu__
Instagram　https://www.instagram.com/ushida.mayu_/",牛田まゆチャンネル,2025-07-04T11:36:53Z,16055,1839,候補者PR,Candidate,Video
hGLdnSO9gT0,これが国民民主党の積極財政だ！！【国民民主党・榛葉幹事長街頭演説切り抜き】 #shorts,"フル動画はコチラ
榛葉賀津也幹事長、江原くみ子応援演説、魂の叫び！
https://www.youtube.com/watch?v=HED-JUtTDtI

#榛葉賀津也 　#榛葉幹事長 　#shorts",榛葉賀津也応援チャンネル【国民民主党切り抜き】,2025-07-16T09:38:54Z,29820,57,候補者PR,User-Generated Content (including clips)  ,Shorts
kcLzoh7kGbs,#国民民主党 #榛葉賀津也 #ビリー 荒ぶるビリーと榛葉賀津也幹事長,"引用元
X:榛葉賀津也 国民民主党幹事長 参議院議員
https://x.com/SHIMBA_OFFICE/status/1943459888560247096

#国民民主党  #榛葉賀津也 #参議院選挙2025",現代地方政治チャンネル,2025-07-11T07:47:44Z,550778,25,候補者PR,User-Generated Content (including clips)  ,Shorts
ZrHuRQaiLJU,【始まる改革】現役世代の時代へ #shorts #国民民主党 #榛葉賀津也,"政治は高齢者と子育て世代ばかりに向いていて、税金を最も負担する「現役世代」は置き去り。国民民主党はこの世代を「幸せにする・強くする」ことが、日本経済の再生につながると訴えています。

ご視聴ありがとうございます。
当チャンネルは立憲民主党・杉尾議員主張の切り抜き買収ではなく、真剣に世の中を良くしようと活動している個人・団体を応援すべく、自身の信念に基づき運営しております。そういった印象操作について強く遺憾に思います。
コメントや高評価で動画の拡散お願いします！
国民民主党様、動画利用させていただき、ありがとうございます

#国民民主党 #榛葉賀津也 #手取りを増やす夏",国民うさぎ【国民民主党応援団】,2025-07-15T11:01:05Z,428845,20,候補者PR,User-Generated Content (including clips)  ,Shorts
s8YLpFnYL70,平戸航太・マイク納め【国民民主党 参議院選挙2025 比例名簿政策】,"平戸航太・マイク納めのライブ配信予約枠です。

国民民主党の参議院選挙2025比例代表公認新人・平戸航太(ひらどこうた)です。日立製作所で設計者として勤務。二児の父。働きながら衆議院選挙2024に立候補するも落選、参議院選挙2025における国民民主党の公認候補へ。
▼詳細プロフィールはこちら▼
https://go2senkyo.com/seijika/192979

#国民民主党
#参議院選挙2025
#比例代表",平戸航太チャンネル【国民民主党 参議院 比例代表公認】,2025-07-19T11:01:01Z,2352,2660,候補者PR,Candidate,Video
gUaU6ZHoIJU,玉木雄一郎代表×多田ひとみ候補（兵庫県） コラボライブ配信 7/10(木),"[関連URL]
国民民主党公式ウェブサイトHP：https://new-kokumin.jp/
国民民主党YouTubeチャンネル ：https://www.youtube.com/c/DPFPofficial/featured
国民民主党Facebook：https://www.facebook.com/democratic.party.for.the.people/
国民民主党Twitter：https://twitter.com/DPFPnews
国民民主党LINE：https://line.naver.jp/ti/p/%40dpfp
国民民主党instagram：https://www.instagram.com/dpfp2018/",国民民主党,2025-07-10T13:34:14Z,12486,691,候補者PR,Official,Video
SNQEQho_7Ks,【光の当たらないところにも光を当てる】 #国民民主党 #奥村よしひろ  #榛葉賀津也 #玉木雄一郎,,国民民主党推し活ちゃんねる,2025-07-16T12:45:04Z,21148,62,候補者PR,User-Generated Content (including clips)  ,Video
vvvxlzLEDFw,【参院選最新】玉木「石破やめろ!!日本が滅びるぞ!!」遂に自公過半数割れ70％に！自民党が更に現金給付を匂わせ国民も流石に大失望..人の金で買った議席は気持ちいいか？【勝手に論評】,"2025年7月11日、自民党石破総理は、この期に及んで更に給付金を追加で配ることを示唆し、国民民主党の玉木代表がブチギレました。こちらのチャンネルではナビゲーターの【東雲マコ】が政治のニュースや動画、ネットの反応などを引用しながら、事実を調査し是々非々で論評していくエンタメ系ニュースメディアです！

▼おすすめ再生リスト
国民民主党
https://www.youtube.com/playlist?list=PL9KPS92REIhZS9woEVwnDvqgf87iXU_Es

石丸伸二最新ニュース
https://www.youtube.com/playlist?list=PL9KPS92REIhZs7z4vQm8htUF9I0_2xFGv

衆院選2024まとめ
https://www.youtube.com/playlist?list=PL9KPS92REIhZAyq3nwPsY_rO1QejIp02g

▼チャンネル登録まだの方は登録お願いします！
http://www.youtube.com/channel/UCh-h6KNfRKJFkQUqOAIFxuQ?sub_confirmation=1

▼X(旧Twtitter)はこちら！
https://twitter.com/seiji4everyone

====================================
〇目次
0:00 ハイライト
0:55 最新情報・概要
3:17 リハック「朝まで生玉木」の裏話
4:28 解決王に俺はなる！ｂｙ 玉ＫＩＮＧ
5:46 石破総理の追加給付に大激怒
16:50 中間論評
17:24 自民党が通した法案の欺瞞
21:11 石破総理の意味不明な説明
22:11 論評まとめ(個人の見解です)
====================================
〇引用
第3回 玉木雄一郎 代表 ライブ配信 7/10（木） 22:30頃スタート
https://www.youtube.com/watch?v=N6eAt_3iO98

【参院選最新予測：自公過半数割れの確率は70％】ネットの影響力拡大／参政党躍進の３つの理由／自民党はなぜ嫌われるのか？／公明党衰退の２つの理由／次期総裁候補は2人／連立組み合わせ
https://www.youtube.com/watch?v=AkLavREUW_M

【玉木雄一郎vsひろゆき】国民民主党にNG無し質問！朝まで生たまき【ReHacQ高橋弘樹vs西田亮介】
https://www.youtube.com/watch?v=CxDT2FaGi8o

○関連チャンネル
▼まるチャンネル(石丸伸二公式)
https://www.youtube.com/@shinji_ishimaru_1982

▼地域政党 再生の道
https://www.youtube.com/@The-Path-to-Rebirth

▼国民民主党
https://www.youtube.com/@DPFPofficial

▼たまきチャンネル
https://www.youtube.com/@tamaki-channel

#参院選
#国民民主党
#玉木雄一郎
#石破総理
#自民党
#石丸伸二
#再生の道
#維新
#吉村洋文
#リハック
#ひろゆき
#西田亮介
#にっぽん見守り党
#東雲マコ

！当事者からの修正削除要請は真摯に対応いたしますので、概要欄の連絡先からお願いいたします

※コメントはコミュニティガイドラインを参考にお願いします
※誹謗中傷はお止めください
※ハイライトは、分かりやすく伝えるため前後関係がなく繋がっている場合があります。詳しくは本編をご覧ください。
※字幕付けは聞こえた音声と前後関係から想定して付けており間違っている場合もございます
※チャンネル主からの「いいね」は、ご意見ありがとうございますの意です(同意したわけではありません)
※サムネイルやタイトルは時期や影響を考え変更する場合があります
声：VOICEVOX 四国めたん
BGM:chill ending、勇敢なる進撃／ni-music",にっぽん見守り党,2025-07-11T11:24:55Z,33446,1385,与党批判,User-Generated Content (including clips)  ,Video
AD34tR4xhgQ,玉木代表「石破さんがガソリン暫定税率の廃止時期を決められないのは...」#shorts#政治,"ご視聴いただきありがとうございます！

政治に関することを中心にショート動画を投稿しています。

いいねやコメントをいただけるととても嬉しいです！
ぜひ、コメントで皆さんのご意見をお聞かせください！

チャンネル登録もよろしくお願いします！

#shorts#政治",お茶の間政治部,2025-07-06T03:00:10Z,141533,50,候補者PR,User-Generated Content (including clips)  ,Shorts
zV8F6J9R9ww,【国民民主党】完全なる追い風に変わる‼︎リハックで玉木代表が語った政策がヤバすぎる‼︎逆風を跳ね除ける圧倒的政策力‼︎,"引用元から是非全編ご覧下さい。

このチャンネルは、政治に興味関心を持つ方を増やすことを目的とし、政治のニュースや動画、ネットの反応等を引用し、論評するものです。

様々な政治の動き等を、感想・解説を交えて作成しています。

引用: https://m.youtube.com/watch?v=CxDT2FaGi8o&t=12007s&pp=0gcJCb4JAYcqIYzv

【不定期更新】
活きの良いネタが入りましたら提供させていただきます。
チャンネル登録をしてお待ちいただけると幸いです。

https://www.youtube.com/channel/UCrM1vyyfNBAYekBfnNBObtQ

【免責事項】
・著作権の侵害、引用元動画の改変等の目的はございません。
・著作権法に基づき、適切に引用・編集を行なっております。

問題がある場合は、下記メールアドレス宛てにご連絡ください。
seijinouragawa0108@gmail.com

音声:VOICEBOX 青山龍星",国民の政-matsurigoto-,2025-07-11T11:40:02Z,150161,963,候補者PR,User-Generated Content (including clips)  ,Video
Y5YJ49Ue2-s,参政党がロシアの手先？山本一郎のnoteに玉木雄一郎や前原誠司などが反応！,"参政党のさやさんがスプートニクのインタビューに答えた件で
ロシア陰謀論が勃発しておかしいよなと思い動画にしました。

日本企業を応援するチャンネル
https://www.youtube.com/@kokusanouen

ボイトレのチャンネル
https://www.youtube.com/@kokomusica",伝統保守チャンネル-最期は笑って,2025-07-16T23:00:28Z,8855,255,候補者PR,User-Generated Content (including clips)  ,Video
ge3f0UI_e9c,【緊急】安泰な選挙区は一個もない！玉木代表が暴露する激戦,"⚡玉木代表が衝撃発言！「安泰な選挙区は一個もない」
埼玉・千葉・神奈川・東京・大阪・兵庫すべて接戦。北陸では「自民党さすがにダメだろう」の声も。滋賀・長崎も厳しい戦い。

あなたの選挙区はどうですか？コメントで教えて！

#国民民主党 #玉木雄一郎 #選挙情勢 #激戦区 #16議席 #北陸異変 #自民党離れ #政治 #選挙 #全国激戦",玉木雄一郎 切り抜き速報,2025-07-15T06:56:41Z,2394,57,候補者PR,User-Generated Content (including clips)  ,Shorts
