videoId,title,description,channelTitle,publishedAt,viewCount,duration,分類,Genre,Video_type
JLgq4HS-jUo,自分を愛せるから人を愛せる #参政党 #子育て支援 #参院選2025,,参政党,2025-07-18T07:28:00Z,96329,90,候補者PR,Official,Video
6LJJTc5n48w,【堀江×上念司】参政党はおかしいところが多すぎるんだよ！支持する意味が分からない・・・　【 ホリエモン 堀江貴文 切り抜き 選挙 政治 ロシア 妨害 神谷宗幣 】,"ご視聴いただきありがとうございます。
ホリエモンこと堀江貴文さんの切り抜き動画を投稿しています。
高評価、コメント、チャンネル登録をしていただけると幸いです！

堀江貴文さんのチャンネル
https://www.youtube.com/@takaponjp

元動画
https://www.youtube.com/watch?v=jkUu81BHbhw

※当チャンネルは堀江貴文さんの動画管理元であるガジェット通信様の許可を頂いて動画を投稿しております。",堀江貴文　愛の暴言チャンネル[切り抜き],2025-07-18T16:45:01Z,137924,724,その他,User-Generated Content (including clips)  ,Video
tlV8NMwAGZw,【参政党20議席へ❗圧巻の魂の演説‼️最終日】 #参政党,"#shorts #参政党 #神谷宗幣 #日本人ファースト #参議院選挙2025 
参議院選挙最終日
参政党神谷宗幣代表の魂の演説
20議席に届かせてください‼️
引用元
https://www.youtube.com/live/RFDtaoYdciY?si=zgG9Xh1vTQvEgbvt

／
日本の未来を変えるため、参政党は全ての都道府県に
参院選の候補者を立てています。
＼
参院選特設サイト👉　https://sanseito.jp/sanin_election_27/

💫期日前投票始まってます！！
 投票日は7/20

参議院選挙は「2枚の投票用紙」で投票します！
❶ まずは投票所に行きましょう
❷ 投票所で投票用紙が【2枚】渡されます！

✅1枚目は「選挙区」→ 
地元の候補者の名前を書きます
（参政党は47都道府県すべてに候補者がいますので
必ず書いていただけます！）

✅2枚目は「比例代表」→
 「参政党」と書くor応援したい「比例候補者」
の名前を書きます！

✍️名前は 漢字でもひらがなでもOK！

聞いたことのない難しい用語や仕組みで
ややこしい！と思われる方のために
神谷代表からの解説動画もよければご覧ください！
   • 投票用紙の書き方解説！ #参政党 #神谷宗幣  

#参政党 
#参議院議員選挙2025

🎌🌸🗻━━…‥・
　壊れゆく日本を守るため、
　日本人ファーストの政治家を
　1人でも多く国会に送り込みたい！
　　　　　　　　・‥…━━🗻🌸🎌
👇️参議院選挙クラウドファンディング👇️
https://congrant.com/project/sanseito...

ーーーーーーーーーーーーーーーーーーーーーーーーー
参政党　～国政政党～
【参政党に参加する↓】
https://www.sanseito.jp/participation/

◎参政党　公募ページはコチラ↓
https://www.sanseito.jp/recruitment/

◎参政党イベント情報ページ
https://www.sanseito.jp/eventc/

◎参政党を応援！献金ページ
https://www.sanseito.jp/donation/

◎入党方法や様々な情報はコチラから
https://www.sanseito.jp/

▼公式Twitter（@sansei411）
  / sansei411  
▼公式Instagram（@sanseito）
  / sanseito  
▼公式Facebook
  / sanseito2020  
▼公式LINE
https://line.me/R/ti/p/@sanseito
▼公式TikTok
  / sanseito  

このプロジェクトを始めるまでの経緯や思いをブログと音声にしました！

◎神谷宗幣ブログ
https://www.kamiyasohei.jp/blog/

◎音声（デイリー神谷特別編）
https://ishikikaikaku.jp/PartyDIY01.mp3",日本を救えるのは国民の政治参加しかない参政党Ver.,2025-07-19T14:45:13Z,183359,60,候補者PR,User-Generated Content (including clips)  ,Shorts
5mY7U0dnTPc,「これはヤバイ」参政党議席予想がとんでもないことにｗ#shorts#ニュース#政治#参政党#参院選2025,,怒りのドラゴン通信,2025-07-09T08:00:05Z,1100584,58,メディア批判,User-Generated Content (including clips)  ,Shorts
g64vgAQRLjI,参政党「神谷代表」の炎上に言いたい事があります,"チャンネル登録や高評価は動画作りのモチベーションに繋がります🔥

メンバーシップはこちらから
https://www.youtube.com/channel/UCj9RqrqHMyiRTBhKJ3aiz4A/join

Go to選挙Tシャツの購入はこちらから
https://suzuri.jp/Y_UJIUJI92

各種SNS⏬
【ゆうじ】
Twitter 　https://twitter.com/y_ujiuji92
Instagram 　https://www.instagram.com/y_ujiuji92/
TikTok　https://www.tiktok.com/@y_ujiuji",ゆうじ,2025-07-12T03:01:00Z,130224,726,その他,User-Generated Content (including clips)  ,Video
f84TGPjTExM,[4K 字幕付] さや(参政党) 響き渡る“さやコール“。溢れ出す涙。街頭演説 in渋谷駅ハチ公前 2025年7月6日,"渋谷駅前でこの日最後の演説を終えたその時、
突如として”さやコール”が。最初は笑顔だったさやさん。
しかしみるみるうちに涙が溢れ…。

参政党 さや（東京都国政改革委員）
参政党 あんどう裕（全国比例 国政改革委員）
三橋貴明 (経世論研究所所長。作家・経済評論家) 
街頭演説会 in渋谷駅ハチ公前 2025年7月6日19時～
#参政党 #さや #saya #あんどう裕 #三橋貴明 #参議院選挙2025 #参院選2025
#消費税廃止 #外国人問題 #社会保険料 #少子化 #就職氷河期 #就職氷河期世代
#参政党コール #さやコール #さや頑張れ

00:00 手を振るさやさん
05:00 演説するさやさん
14:24 ”参政党コール”からの”さやコール” 

【関連動画】
[4K 字幕付] さや(参政党)『たとえ自分の喉が枯れても。シンガーとしての命である喉が終わっても。』街頭演説 in礫川公園(後楽園) 2025年7月13日
https://www.youtube.com/watch?v=ogdppET4SPA&t=42s

[4K 字幕付] さや(参政党) アンチのヤジを一喝！『嘘つき財務省を私は許しません！！』街頭演説 in新宿伊勢丹前 2025年7月6日
https://www.youtube.com/watch?v=GIRjL4Eaz_M&t=353s

[4K 字幕付] 参政党 さや『投票に行ってください。でないと日本が終わってしまう。』街頭演説 in板橋区役所前 2025年7月5日
https://www.youtube.com/watch?v=qLuiiksHBKc&t=300s

[4K 字幕付] さや(参政党) 涙が止まらない『でも音楽は人々の心を救うもの』街頭演説 in新宿歌舞伎町ゴジラ前 2025年7月2日
https://www.youtube.com/watch?v=QlL44MveXi8&t=28s

[4K 字幕付] さや(参政党) アンチの妨害にも怯まず全力の参政党コール！街頭演説 in新宿伊勢丹前 2025年6月29日
https://www.youtube.com/watch?v=1ayT6YVVr7c&t=31s

[4K 字幕付] 参政党 さや『消費税は史上稀に見る悪税！』街頭演説 inラフォーレ原宿 2025年6月29日
https://www.youtube.com/watch?v=JeeBle3cyJE&t=13s

[4K 字幕付] さや(参政党) 亡くなられた先人に思いを馳せる。街頭演説 in明治神宮前 2025年6月28日
https://www.youtube.com/watch?v=k-2o2c6YSyI

[4K 字幕付] 参政党 さや『日本が終わる前に皆さんの力を示そう！』街頭演説 inラフォーレ原宿 2025年6月28日
https://www.youtube.com/watch?v=9IASYaIxjRs&t=125s

[4K 字幕付] 参政党 さや『日本は日本人のためにある』街頭演説 in下北沢 2025年6月28日
https://www.youtube.com/watch?v=s4LVsE-Agcs&t=754s

[4K]参政党 さや『氷河期世代を馬鹿にするな！』涙の訴え、魂の叫び。街頭演説 in祖師ヶ谷大蔵駅 2025年6月14日
https://www.youtube.com/watch?v=e8GoiiAnNvc",参政党さや(saya) 街頭演説 応援ちゃんねる「非公式」,2025-07-11T22:01:10Z,299295,941,候補者PR,User-Generated Content (including clips)  ,Video
kHEPJrxqGMc,参政党・神谷代表にラップさせて見た,神谷代表と美しい女性に、参政党の演説をラップしてもらいました,夏樹蒼依,2025-07-07T08:05:21Z,331,231,その他,User-Generated Content (including clips)  ,Video
MFdWCSahRA0,【 #政党フカボリ ⑦】参政党“台風の目”支持率急増のワケは？｜“保守”打ち出す日本保守党  差別化は？｜社民党“生き残りをかける”老舗政党の今,"参議院選挙の公示から1週間。日本テレビでは、投票前に考える「政党フカボリ」と題して、投票の参考になるよう各政党の現状や課題について、シリーズでお伝えしています。10日は、参政党、日本保守党、社民党です。

この動画の記事を読む＞
https://news.ntv.co.jp/category/politics/98f7922366fc4322aa6bc238fec9e9c2

勢いのある新興政党と、生き残りをかける老舗政党。それぞれの「今」を、フカボリします。

◇◇◇

参院選で“台風の目”となっている、参政党の神谷代表。

参政党・神谷代表
「日本人が貧しくなって外国人に来てもらわないと経済が回らないということになっているわけですよ。アンポンタンですよ」

「日本人ファースト」を掲げ、“保守的”な政策などを訴えています。

参政党は結党からわずか5年で、全国に“150人の地方議員”を有し、参院選でも“全選挙区”に候補者を擁立。今、急速に支持を伸ばしています。

各政党のYouTubeを分析すると、参政党の「新規登録者数」が、この1か月で急増していました。

演説会場には──。

参政党支持者
「ワクチンもおかしいのに誰も言ってくれない、外国人のこともおかしい」
「ずっと自分が思っていたことを、参政党さんだけが言ってくれたから」
「（これまで）支持政党というか、その時その時の、これ（政党）はちょっといいかなという感じで、ここという感じではなかったです」

熱烈な支持者や、いわゆる“無党派層”から参政党支持に変わった人も多く見られました。

参政党・神谷代表
「3年前は安倍さんがこの地で亡くなられましたよね」

またこの日、演説を行ったのは、安倍元総理大臣が銃撃された場所。

ここ奈良県は、自民党の“岩盤支持層”が多い地域でもあります。

参政党・神谷代表
「（Q:自民支持層や保守層を狙っている？）我々は保守票も取りますけれども、無党派層も取るし」
「右からも左からも取るという全方位でやってますので」

参政党・神谷代表
「1・2・参政党！」

“全方位の支持”を狙い勢いを増す参政党。幅広い年齢層の人が足を止めていました。

しかし、その一方で…。

反対派
「“日本人ファースト”は外国人差別です」

“外国人の受け入れ規制”などを掲げる参政党の政策や考えに対し、批判の声も上がっています。

参政党・神谷代表
「『ルール設定が大事だよ』って言っているだけなのに、なんでそれが排外主義になるのかよく分からない」

同じく“保守的な政策”を打ち出すのは…。

日本保守党・百田代表
「日本人は世界で最高の民族です。この世界で最高の民族がもっと幸福にならなければいけません」

日本保守党の百田代表。2023年に結党し、日本の伝統的な価値観や国益重視などを掲げています。

衆議院で3議席を持ち、参議院でも初の議席を狙う日本保守党。

ただ、他の保守的な政党との“差別化”が課題という指摘も──。

日本保守党・百田代表
「私たちは今の日本にとって一番ベストの方法は何か、それを考えてますので、その政策において他の党とどう違うか、そういうことはあまり考えてません」

一方、前身の旧社会党から数え、80年の歴史を持つ社民党。

社民党・福島党首
「ミサイルよりコメを！ミサイルより暮らしを！ミサイルより平和を！」

福島党首が聴衆に向けて必死に訴えかけます。

かつて総理大臣も輩出した“老舗政党”の社民党。

ただ、参院選の結果次第では、公職選挙法上の政党要件を失い、「国政政党」ではなくなる“危機”に直面しています。

社民党・福島党首
「こんなぶれない政党は、国会の中に何としても必要」
「社民党を残してくださいというのを訴えています」
（2025年7月10日放送「ストレイトニュース」より）

◇メンバーシップ「日テレNEWSクラブ」始まりました
月額290円で所属歴に応じ色が変化しステータスアップしていくバッジ特典や、ライブ配信のチャットで使えるスタンプなどの基本機能が特典となります!! 
https://www.youtube.com/channel/UCuTAXTexrhetbOe3zgskJBQ/join
 
◇日本テレビ報道局のSNS
X　https://twitter.com/news24ntv
TikTok　https://www.tiktok.com/@ntv.news
Facebook　https://www.facebook.com/ntvnews24
Instagram　https://www.instagram.com/ntv_news24/?hl=ja
 
◇【最新ニュース配信中】日テレNEWS  
https://news.ntv.co.jp/

#参議院選挙　#参議院　#参政党　#日本保守党　#社民党　#日テレ　#ストレイトニュース　#ニュース",日テレNEWS,2025-07-10T05:29:49Z,81527,260,野党批判,Media,Video
xNr9XWA0i8w,【自民党｜平井卓也】言論●圧を自白【参政党｜神谷宗幣】一律給付金｜給付金｜日本人ファースト #shorts,"一律給付金｜給付金 より気にしてもらいたいネタです
自民党 平井卓也 が言論●圧を自白しました

相変わらず 日本人ファースト からは程遠いですが
日本人ファーストではなく
国民を苦しめる姿勢を続ける財務省（罪務省）は解体するべき
という方はいいねとコメントで拡散してください

■===参考動画①===■
【9割が知らない】生活保護 デメリット【10選】生活保護費｜生活困窮者｜パチンコ
https://youtu.be/8jEiCZzmFdw

■===参考動画②===■
【永久保存版】生活保護 無料になるモノ【30選】
https://youtu.be/EccNvUB8UsY

■===参考動画③===■
【生活保護】絶対NG 5選｜不正受給｜生活保護費 ギャンブル パチンコ等 良い？
https://youtu.be/Wv2-h07odh0

■===本チャンネルの情報発信について===■
厚生労働省 や 自治体 などの一次情報(公式情報)を整理しております。
ファイナンシャルプランナー・行政書士・中小企業診断士（* 経営コンサルタントの国家資格）などの士業の方に引けを取らない情報の品質であると自負しております！

■===メンバーシップ登録のご案内===■
https://www.youtube.com/channel/UCglzp4vcvGg-7JHhNXCrvrg/join

■===給付金 オススメ動画===■
https://www.youtube.com/watch?v=7WGqyLdJ3_8

◆厚生労働省（厚労省）：くらしや仕事の情報◆
　https://www.mhlw.go.jp/index.html
　https://www.mhlw.go.jp/stf/covid-19/kurashiyashigoto.html

◆すまこま◆
　https://sumakoma.mhlw.go.jp/

#立憲民主党
#多文化共生庁
#日本人ファースト
#高齢者むけ給付金
#シニア世代むけ給付金
#一律給付金
#給付金 
#自治体  
#きゆうふきん 
#給付金最新",投資家 Kei お金チャンネル - 高齢者むけ給付金・生活保護などの情報配信,2025-07-18T23:01:03Z,45250,33,与党批判,User-Generated Content (including clips)  ,Shorts
FcbVX_htFwA,参議院選挙　参政党の政策がダメな理由　早稲田大学招聘研究員渡瀬裕哉　#チャンネルくらら　#救国シンクタンク,"★救国シンクタンクでは、「提言、普及、実現」を合言葉に、以下の活動を行っています。
会員として活動をご支援お願いします。
提言：  シンクタンクとして研究
普及 ： 国民への普及
実現 ： 政治で実現
https://kyuukoku.com/support/

★大きな政府の社会主義を打ち破れ!: アメリカの未来を救う (救国シンクタンク叢書) https://amzn.asia/d/62DwLGu 

★救国シンクタンク叢書 Leave US Alone: 減税と規制緩和、アメリカ保守革命の教典 https://amzn.asia/d/hqIYXNJ  

★救国シンクタンク叢書 コロナ禍を記録する: 後世に語り継ぐためのアーカイブズ https://amzn.asia/d/27qcOyK 

★シギント - 最強のインテリジェンス - https://amzn.asia/d/dreSVmz

★国家防衛分析プロジェクト 徹底検証 防衛力抜本強化
https://amzn.asia/d/ihQhwDi",チャンネルくらら,2025-07-11T10:03:48Z,19954,72,政策提言,User-Generated Content (including clips)  ,Video
Mv_QVMryNRQ,参政党 神谷代表に 「陰謀論に染まり 切っている」 との証言 元党員が勉強会の 実態を明かす#参政党#自民党#参院選,,日刊春春(ニッカンシュンシュン),2025-07-09T09:00:36Z,3877,94,与党批判,User-Generated Content (including clips)  ,Video
2YdZZi3cEc0,参政党の党首神谷宗幣はやばいやつ？ひろゆきが支持しない訳とは？【ひろゆき切り抜き】,"0:16 なぜ参政党を酷評してるの？
2:24 都議選で3議席取った事について
4:41 神谷さんの印象は？
6:52 今回のポイント

切り抜き元
https://www.youtube.com/live/HxKbRktjAac?si=YpJ-p_l5_iWg8-Lh
https://www.youtube.com/live/CeznVFMOXBU?si=SaVFAVYTkOwz8dzq
https://www.youtube.com/live/XZz-1yR2dYQ?si=QzXESkIYy8EyhALL

ご視聴ありがとうございます。
チャンネル登録、高評価できればコメントもお願いします！

この音声は動画制作会社VIDWEBのボイスゲートを利用しています（https://vidweb.co.jp/）

#ひろゆき
#ひろぬき
#論破
#チャンネル登録お願いします
#切り抜き",ひろぬきの部屋,2025-07-05T00:00:04Z,63830,521,その他,User-Generated Content (including clips)  ,Video
EbvEABOgZ8c,【ノーカット】参政党・新人の中田優子氏（35）が最初の演説で訴えたこと　2025参議院選挙　福岡選挙区,"第27回参議院選挙が3日公示され、20日に投票が行われます。改選議席数3の福岡選挙区には13人が立候補を届け出ました。各候補者は、有権者に何を訴えているのでしょうか。最初に行った演説をノーカットでお伝えします。参政党・新人の中田優子氏（35）の第一声です。

詳細は NEWS DIG でも！↓
https://newsdig.tbs.co.jp/articles/rkb/2021476",RKB毎日放送NEWS,2025-07-03T08:05:38Z,185346,564,候補者PR,Media,Video
6c1Mmsj7eE0,神谷代表、街頭演説で大阪を完全制圧　#政治 #税金 #参政党 #神谷宗幣 #維新の会,,ゴシップニュースジャパン,2025-07-08T07:00:13Z,26441,67,候補者PR,User-Generated Content (including clips)  ,Video
V1XKOJsX1g4,参政・神谷代表「大東亜戦争だって力で負けているわけですから」　聞き返す日テレ解説委員長に「はい」,,Great Man News,2025-07-16T04:42:47Z,9,239,その他,User-Generated Content (including clips)  ,Video
ceeDF4KXZxE,🔴 LIVE配信｜神谷宗幣 VS アンチ｜参政党への妨害活動がとんでもないことになっています。｜高画質版は概要欄から｜#0717参政党プロテスト｜参政党｜三宮（東遊園地）,"#0717参政党プロテスト というタグが拡散されているようです。党首神谷宗幣氏に直接抗議するためにプロテクターが集まるとのこと。リアルな現場をそのままお届けしたいと思います！！

【高画質版】
これが日本なのか!?｜参政党 VS しばき隊 ｜メディアが絶対に報道しない参院選のリアル｜#参政党プロテスト｜#神谷宗幣 #ふじわらせいや #参政党
https://www.youtube.com/watch?v=MPMnKd2vvxI&t=44s

家族のために、日本の未来のために。
自分を犠牲にしてでも、力になりたい。
その気持が少しだけわかるんだ。

── 藤原誠也（参政党）

📍 演説者：藤原誠也（兵庫選挙区候補）
📍 応援演説：神谷宗幣（参政党副代表）

過去の街頭演説はこちら

【ふじわらせいや】街頭演説 - 2025年7月4日 姫路
https://youtu.be/MgeeCox5FRo

【4Kフル版】街頭演説 - 2025年7月4日 姫路 4Kフル版
https://youtu.be/i9Z19a8JXek

＝＝＝

【このチャンネルについて】

📺 GOGO兵庫 チャンネル
https://www.youtube.com/channel/UC24gxdEZwRrk08hFCIznGFw

当チャンネル「GOGO兵庫」は、
政党や思想を問わず、現場のリアルな声をお届けする記録チャンネルです。
信念を持って頑張っている人、努力している人にスポットを当てていきます！

フラットな視点も持ちつつ、街頭の熱気・市民の反応をお送りします。

📣 チャンネル登録・コメント・シェア、いつでも大歓迎です！

＝＝＝

🔒 切り抜き・転載について
本チャンネルの無断切り抜き・転載は一切禁止とさせていただきます。
意図しない編集・拡散によるトラブル防止のため、削除申請などの対応を取らせていただくことがあります。どうぞご理解とご協力をお願いいたします。",GOGO兵庫,2025-07-17T09:08:36Z,21013,5636,その他,User-Generated Content (including clips)  ,Video
OvDtPjOzouc,【参政党】マイク納めを芝公園で配信しようと思っていた私が群馬を選んだ理由について話します！,"今回の動画では、選挙戦最終日に配信場所を迷っていた私が、
ある決断をします。
初代デジタル大臣の発言を聞き、神谷さんが目標議席を変更したことを受けて気持ちにも変化があったようです。

日本企業を応援するチャンネル
https://www.youtube.com/@kokusanouen

ボイトレのチャンネル
https://www.youtube.com/@kokomusica",伝統保守チャンネル-最期は笑って,2025-07-19T00:50:01Z,11108,182,その他,User-Generated Content (including clips)  ,Video
xubJ5f8575c,参政党 神谷代表が悪質なメディアにハッキリ言う!,"日本を変えたいので日々発信していきます！
今の日本を変えるために皆さんのコメントお待ちしております！
良かったと思ったら高評価やコメントをしてもらえると拡散されて日本を変えられるかもしれません！
ぜひよろしくお願いいたします！
VOICEVOX:ずんだもん
VOICEVOX:四国めたん
VOICEVOX:青山龍星
VOICEVOX:白上虎太郎
VOICEVOX:玄野武宏
#shorts 
#ニュース
#政治",日本の問題まとめ,2025-07-06T02:01:03Z,159047,66,その他,User-Generated Content (including clips)  ,Video
